VideoID,Title,Channel,PublishDate,URL,Views,Likes,Comments,Duration_sec
C2mI_ld57A0,আমার বুড়ো মায়ের কাহিনী/বাংলা সামাজিক ভিডিও/john family drama/bangla natok..!,John Family Drama ,2026-02-15T02:30:19Z,https://youtube.com/watch?v=C2mI_ld57A0,4722,101,4,102.0
6UPn3ppVddg,Sympathy | সিম্প্যাথি | Full Drama | Arosh Khan | Sunerah | Bannah | Bangla New Natok 2025,GTV Drama,2025-05-31T09:00:09Z,https://youtube.com/watch?v=6UPn3ppVddg,6392521,54567,906,2817.0
cQJmf0X2ol4,Barishailla Gedu (বরিশাইল্লা গেদু) Full Drama | Arosh Khan | Ahona | New Bangla Natok 2025,Bright Future Production,2025-09-18T13:01:13Z,https://youtube.com/watch?v=cQJmf0X2ol4,14318238,55066,1164,3381.0
OA5qUXTJUfQ,ভালোবাসবে আমায় | Valobasbe Amay | Koster Natok 2026 | Emotional Bangla Natok | EM Multimedia,Em Multimedia,2026-02-08T10:00:07Z,https://youtube.com/watch?v=OA5qUXTJUfQ,153487,3519,247,2287.0
Hp38SCRlbdw,হিটম্যান | Hitman | Full Natok | Niloy Alamgir | Jannatul Sumaiya Heme | New Bangla Natok 2025,Rangon Entertainment,2025-10-01T09:00:36Z,https://youtube.com/watch?v=Hp38SCRlbdw,5731315,36648,1080,2695.0
mVB_PuBKRNA,Jotno | যত্ন | Ep-59 | Arosh Khan | Maftuha Jannat Jim | Sneha | Bannah | Bangla Serial Natok 2026,GTV Drama Serial,2026-02-06T12:00:07Z,https://youtube.com/watch?v=mVB_PuBKRNA,125304,3466,145,1279.0
C2LGrz43lps,"চা'চার পুরাতন ভালোবাসা""-Tony & Salma New Bangla Natok |#love #shorts #viral #lovestory #palligramtv", Rasel Cm5,2026-02-14T03:04:15Z,https://youtube.com/watch?v=C2LGrz43lps,10117,330,1,114.0
tU8yJHledpw,Moner Manush (Bangla Natok) | TAWSIF X PAYEL #tawsifmahbub #keyapayel,Cinemawala Shorts,2023-10-22T13:54:28Z,https://youtube.com/watch?v=tU8yJHledpw,701705,0,48,59.0
kO6ij9Nde7c,শেষ  দেখা ।Ses Dekha। Bangla Natok ।Riyaj & Tuhina l Palli Gram TV  Video,Palli Gram TV,2026-02-11T12:44:32Z,https://youtube.com/watch?v=kO6ij9Nde7c,2521343,37130,1292,1291.0
BoRCgCDpuj0,পাহাড়ে বিয়ে | Zaher Alvi | Iffat Ara Tithi | Adif Hasan | New Bangla Natok 2024,ꜱᴠᴇʀʏ 舞,2024-11-08T16:28:35Z,https://youtube.com/watch?v=BoRCgCDpuj0,948818,0,32,10.0
zY8kRgoiinE,হৃদয়  জুড়ে তুমি । Hridoy Jure Tumi । Bangla Sad Video  l  Toni & Salma l  Palli Gram TV  Video,Palli Gram TV,2026-02-05T11:35:01Z,https://youtube.com/watch?v=zY8kRgoiinE,7648213,84902,2549,1938.0
zUDSY_SbPtM,Sikkhito Bekar | শিক্ষিত বেকার | Arosh Khan | Tariq Anam Khan | Bangla New Natok 2025,Swadesh Drama,2025-09-09T08:10:01Z,https://youtube.com/watch?v=zUDSY_SbPtM,6126268,49145,2594,2710.0
XwOd8D2zMzk,নিয়তি | Jovan new natok | Naznin niha | Love story | bangla natok | bangla  drama | sad natok,Roshit MSM,2025-05-14T05:30:29Z,https://youtube.com/watch?v=XwOd8D2zMzk,750448,4818,96,562.0
CizoxJsD1V0,হঠাৎ রাস্তায় হবু  স্ত্রীর সাথে দেখা! Chupi Chupi | Saad Naovi | Trina | Maya | Bangla New Natok 2025,KAHINI SHORTS,2025-10-23T15:00:22Z,https://youtube.com/watch?v=CizoxJsD1V0,859806,19250,46,60.0
Pmbz7MilpHo,Tokkor | টক্কর | Full Drama | Niloy Alamgir | Heme | Rashed Shemanto | Mohin Khan |Bangla Natok 2025,NAF Entertainment,2025-02-10T09:00:25Z,https://youtube.com/watch?v=Pmbz7MilpHo,17960383,87774,3196,3396.0
XJvb7mfabBE,Bangla Natok #entertainment #drama #natok #banglanatok #bangladrama #celebrity,তারকালাপ,2026-02-13T10:20:52Z,https://youtube.com/watch?v=XJvb7mfabBE,33852,350,0,27.0
yn3gHfSErt4,Radhika | রাধিকা | Full Natok | Mihi Ahsan | Rana Chowdhury | Fazlur Rahman Babu | Bangla Natok 2025,Maasranga Drama,2025-10-09T06:00:56Z,https://youtube.com/watch?v=yn3gHfSErt4,1939506,9748,493,2399.0
cuE0-h0D0vM,Ashiqui | আশিকি | Full Natok | Eid Natok | Jovan | Niha | Emrose Shaon | New Bangla Natok 2025,CMV,2025-06-08T14:53:43Z,https://youtube.com/watch?v=cuE0-h0D0vM,32840412,360841,16827,3699.0
H-gXdM9JopI,"Bhoy | New Natok 2021 | Mosharraf Karim, Nadia, Shamim Zaman | Bangla New Natok | Bangladeshi Drama",Eagle Premier Station,2021-02-08T09:00:12Z,https://youtube.com/watch?v=H-gXdM9JopI,10442578,120969,2671,2789.0
8sypPsMc83w,P-14 Bangla Natok 2025  l  Toni & Salma  l Palli Gram TV OfficialVideo#palligramtv,Funny short ,2025-10-05T11:35:00Z,https://youtube.com/watch?v=8sypPsMc83w,1044434,10484,43,11.0
XP4pktELB8U,বিড়ি খোর সফিক😂 | Biri Khor Sofik | Sofiker Funny Video | Bangla Natok | New Video 2026 |,Great Funny World,2026-02-06T08:18:09Z,https://youtube.com/watch?v=XP4pktELB8U,1383490,0,798,422.0
Wxn-o2wyKxo,Bangla Natok part 1 #ytshorts #shortsvideo,ALIPIYA07,2026-02-14T11:54:50Z,https://youtube.com/watch?v=Wxn-o2wyKxo,5226,122,0,71.0
HKQ65y9KxSU,বন্ধু যখন নাক ডাকে🤣 #bangladrama #funny #youtubeshorts,BD BIG ZONE 91,2026-02-15T06:00:21Z,https://youtube.com/watch?v=HKQ65y9KxSU,2301,8,0,21.0
ahhUm7aOGZ8,💔💔হঠাৎ একদিন আমাদের দেখা হবে 🥀 #sadiaaymannatok #jovannatok  #nazninniha,Sadia Creation,2025-06-21T14:11:57Z,https://youtube.com/watch?v=ahhUm7aOGZ8,2958800,75753,354,51.0
x2XPq1cJkec,তামাশা | Tamasha | Afran Nisho | Mehazabien | Mohidul Mohim | New Bangla Natok 2026,Bengal Beats and Chill,2026-02-08T14:01:31Z,https://youtube.com/watch?v=x2XPq1cJkec,44675,200,6,2049.0
EkGkXXx1dSw,Bangla natok shooting #entertainment #natok #banglanatok #drama #celebrity,তারকালাপ,2026-02-14T04:24:56Z,https://youtube.com/watch?v=EkGkXXx1dSw,10477,149,0,19.0
bX-MkLKH5yE,Summer Vacation | সামার ভ্যাকেশন | Full Drama | Niloy Alamgir | Heme | New Bangla Natok 2025,Versatile Media,2025-04-10T10:00:06Z,https://youtube.com/watch?v=bX-MkLKH5yE,12360593,81336,1631,3064.0
kW2zjZIyO5o,প্রেমিক | Prank King | Sakib Siddique | Arohi Mim | Jamrul Razu | New Bangla Natok 2025,Tanabi Films,2025-10-18T06:20:05Z,https://youtube.com/watch?v=kW2zjZIyO5o,4991323,32435,1145,2408.0
r9GNcskJUhg,বউয়ের ন্যাকামিতে জামাই বাইরে  | বউয়ের বয়স ১৬? | Bangla Natok | Mosharraf Karim | Tanjin Tisha |,Bengal Beats and Chill,2026-02-13T11:00:00Z,https://youtube.com/watch?v=r9GNcskJUhg,13497,239,4,71.0
kHjufXrHhJk,Thik Bethik | ঠিক বেঠিক | Full Drama | Niloy Alamgir | Heme | Bangla New Natok 2025 | NAF,NAF Entertainment,2025-06-22T09:00:40Z,https://youtube.com/watch?v=kHjufXrHhJk,14926375,61569,1859,2584.0
Ofl0uHGLhg4,Lover 3 | লভের  ৩ | Apurbo | Mehjabin new natok | bangla new natok 2025 | apurbo new natok 2025,Etim Drama,2025-08-19T11:00:50Z,https://youtube.com/watch?v=Ofl0uHGLhg4,1172127,3038,49,2212.0
6sQxqKwtBDE,part .  4]💔বোকা প্রেমিক  ★★❤️🌿#bangla #shortsfeed #trendingshorts #vairalvideo #natok #,Natok Clip 1.0,2026-02-15T02:44:55Z,https://youtube.com/watch?v=6sQxqKwtBDE,3115,122,0,57.0
mGvowQvRAFk,Shilpi | শিল্পী | Bangla Natok | Afran Nisho | Mehazabien | Mohidul Mohim | Bangla Natok 2021,CMV,2021-01-18T09:00:08Z,https://youtube.com/watch?v=mGvowQvRAFk,26056700,477800,25321,3340.0
b2gVD8AvzLw,প্রেমিকার বিয়ে হয়ে যায় | Riyaj & Tuhina | Bangla Natok 2026 | RitiKingTv | Palli Gram TV,Riti King Tv,2026-02-12T08:01:14Z,https://youtube.com/watch?v=b2gVD8AvzLw,17440,0,6,72.0
M_T8fpzhS9I,P [1] মা VS ছেলে | Ma VS Chele | Bangla Natok | Sofik & Riti | Palli Gram TV Official @palligramtv11,Palli Gram TV Editing,2025-06-16T05:13:02Z,https://youtube.com/watch?v=M_T8fpzhS9I,5480452,0,192,43.0
a6t0zdt5Uv0,৫০০ শ টাকা কি টাকা না ৫০ হাজার লাগবে  | Arohi Mim | Shanto | Prank King | New Bangla Natok 2025,Islamic Tv Bogra,2025-07-01T16:15:28Z,https://youtube.com/watch?v=a6t0zdt5Uv0,5264561,77537,349,55.0
065egcCUPCQ,Purnota | পূর্ণতা | Full Natok | Arosh Khan | Sunerah Kamal | Alimuzzaman Sony | Bangla Natok 2025,G Series Bangla Natok,2025-04-27T08:00:00Z,https://youtube.com/watch?v=065egcCUPCQ,2707108,38205,689,2767.0
y4rSyvKlgFE,Namaz |Bangla Natok | Iftekhar Ifti | Sabuj Ahmed | Azmayeen #eaglemusic #shortsvideo #shorts,Eagle Drama Series,2026-02-12T12:01:46Z,https://youtube.com/watch?v=y4rSyvKlgFE,23633,236,1,53.0
n3FHVp7JBV8,Julum | জুলুম  | Full Natok | Emu Sikdar | Joy Raj | Rimu | New Bangla Drama 2025,EMU's Entertainment ,2025-02-13T12:00:06Z,https://youtube.com/watch?v=n3FHVp7JBV8,2510800,10678,362,2613.0
798KnLMnetk,Emon Jamai Chai Na | এমন জামাই চাই না | Niloy Alamgir | JS Heme | Full Natok | Bangla Natok 2024,Housefull Entertainment,2024-10-11T10:00:15Z,https://youtube.com/watch?v=798KnLMnetk,19921769,79112,1804,2995.0
4EAGGpz6N7Q,যেমন কথা তেমন কাজ 😁  Trending Comedy Video 2025 😂 Amazing Funny Video 2024,Puchir Ma,2025-02-16T13:30:52Z,https://youtube.com/watch?v=4EAGGpz6N7Q,7741231,163886,1168,41.0
qrKfF7vsCJk,Tel | ত্যাল | Full Natok | Mosharraf Karim | Tania Brishty | Mehedi Rony | Bangla New Natok 2025,G Series Bangla Natok,2025-10-11T13:01:41Z,https://youtube.com/watch?v=qrKfF7vsCJk,7339927,85030,2962,3274.0
7Rx2LWpft9w,অপ্রেমিক | Opremik | Full Drama | Tawsif Mahbub | Sadia Ayman | Sohel Raaz  | Bangla Natok 2025,Shusmita Anis,2025-09-18T12:00:22Z,https://youtube.com/watch?v=7Rx2LWpft9w,1032300,17620,853,3155.0
01JI1IIAsgE,Jonom Dukhi | জনম দুঃখী | Reshma Ahmed | Tarek | Bristy Chowdhury | New Bangla Natok 2025,3 Star Drama,2025-06-19T08:00:07Z,https://youtube.com/watch?v=01JI1IIAsgE,1257035,3619,129,2463.0
06-tjq4J4A8,চাকরানীর মেয়ে কোটিপতি । Chakranir Meye Kotipoti । Natok । Bangla Natok । Toma । Nazmul । Nahin Tv,nahin tv,2025-07-10T14:34:56Z,https://youtube.com/watch?v=06-tjq4J4A8,3419321,5818,250,3090.0
FDbgaaUCNqs,লক্ষী বউ | Prank King | Saila Sathy | Shafiul Raj | Jamrul Razu | New Bangla Natok 2025,JOBAFUL DRAMA,2025-10-08T06:00:12Z,https://youtube.com/watch?v=FDbgaaUCNqs,7306296,71306,3059,2662.0
WMWGo9WgPKE,ইচঁড়ে পাকা প্রেমিকা | Rafsun Imtiaj | Nusrat Spriha | Bangla Natok 2025 #banglanatok2025 #lovesong,ARK Sakib,2025-10-19T03:09:57Z,https://youtube.com/watch?v=WMWGo9WgPKE,2097945,32610,136,59.0
Y-IKVB4SNEc,২য় বিয়ে | Second marriage | bangla natok | Bangla Drama | natok | Bangla natok 2025 | SM MEDIA,SM MEDIA,2025-03-11T04:50:41Z,https://youtube.com/watch?v=Y-IKVB4SNEc,693378,1593,42,1722.0
MnPq7stymyw,Kana Kuddus (কানা কুদ্দুস) | Akhomo Hasan | Emu Sikdar | New Bangla Natok 2026,Water Lily Entertainment,2026-02-07T05:24:22Z,https://youtube.com/watch?v=MnPq7stymyw,464305,3198,6,141.0
SuSI1NT61cc,I Hate Married Life | Full Drama | Niloy Alamgir | Heme | Rakhi | Bangla Natok 2025 | NAF,NAF Entertainment,2025-01-28T09:00:21Z,https://youtube.com/watch?v=SuSI1NT61cc,12362649,63447,1863,2765.0
RIzg_KdTq_4,Voot e Dhora Bou (ভূতে ধরা বউ) Full Drama | Ashraf Supto | Maimuna Momo | New Bangla Natok 2025,Water Lily Entertainment,2025-06-15T11:00:49Z,https://youtube.com/watch?v=RIzg_KdTq_4,3953684,12512,270,2675.0
2l9vwsi1iDI,Por Kokhono Apon Hoy Na | পর কখনো আপন হয় না | Full Natok | Niloy Alamgir | Heme | Bangla Natok 2025,Housefull Entertainment,2025-10-16T09:00:04Z,https://youtube.com/watch?v=2l9vwsi1iDI,27144699,128568,7800,4066.0
ueTskF90kyE,কালানীর কালা জবান ।মোশারফ করিম নিউ কমেডি নাটক। #shortsfeed #natok #comedyshorts #shorts,Sahin Yt,2026-02-15T08:00:11Z,https://youtube.com/watch?v=ueTskF90kyE,246,6,0,171.0
lonUpBiNYGE,Koti Takar Chairman (কোটি টাকার চেয়ারম্যান) Eid Natok | Niloy Alamgir | Heme | New Bangla Natok 2025,Peacock Entertainment,2025-06-08T08:00:57Z,https://youtube.com/watch?v=lonUpBiNYGE,23752277,121041,2848,2679.0
UOJI_Ha_BWc,সন্দেহের সংসার | Prank King | Rafsun Imtiaj | Nusrat Spriha | Shakil Hossain | New Bangla Natok 2025,Raad multimedia,2025-10-04T06:00:33Z,https://youtube.com/watch?v=UOJI_Ha_BWc,10705323,59199,2767,2380.0
-gV-_iRRBnw,Chor | চোর | Full Drama | Musfiq R Farhan | Keya Payel |Mohidul Mohim| Capital Drama |New Natok 2025,Capital Drama,2025-10-03T09:00:00Z,https://youtube.com/watch?v=-gV-_iRRBnw,8763657,61838,2062,5950.0
XwDdMXCeKsg,টিকটকার বউ | Tiktoker Bou | Tawsif Mahbub | Keya Payel | New Bangla Natok 2026,CMV Entertainment,2026-02-10T12:57:35Z,https://youtube.com/watch?v=XwDdMXCeKsg,341579,1902,38,1783.0
YOYkqIX16cU,এতিম থেকে কোটিপতি | etim theke kotipoti | bangla natok 2025 | SHAIKOT AHMED | JUMUR AKTER ETY,Golden Eagle,2025-04-22T10:01:03Z,https://youtube.com/watch?v=YOYkqIX16cU,1625794,8122,182,2594.0
ISdupOBMB5s,Chewing Gum | Bangla Natok 2021 | Musfiq R. Farhan | Keya Payel | New Natok 2021,Eagle Premier Station,2021-05-31T09:00:09Z,https://youtube.com/watch?v=ISdupOBMB5s,34247217,309146,4209,2787.0
LC-oNttFo1k,Dur theke bhalobashi | Full Natok | Yash Rohan | Tanjim Saiyara Totini | Bangla new Natok 2025,KS Entertainment,2025-02-06T09:00:19Z,https://youtube.com/watch?v=LC-oNttFo1k,9624960,79847,3376,3052.0
AJRFi9NcQ_c,শান্তি নাই | Shanti Nai | Full Drama | Niloy Alamgir | Heme | Mohin Khan | Bangla Natok 2024 | NAF,NAF Entertainment,2024-12-27T09:00:11Z,https://youtube.com/watch?v=AJRFi9NcQ_c,29619817,108409,5062,3843.0
sVhJu8es7aY,হৃদয়ে তুমি | Hridoye Tumi | Farhan Ahmed Jovan | Totini | Bangla Natok | New Natok 2026 | Durbeen Tv,Durbeen TV,2026-02-10T10:22:45Z,https://youtube.com/watch?v=sVhJu8es7aY,1015209,11689,134,3622.0
O93EeEFQN2g,Jor Kore Biye | জোর করে বিয়ে | Bangla Drama | Best Funny Bangla Natok 2026  | CineClick| Prank King,Cine Click,2026-02-06T09:00:06Z,https://youtube.com/watch?v=O93EeEFQN2g,5820,61,32,1804.0
IVl5BL1kYwU,নিয়তির খেলা । Prank King | Rafsun Imtiaj | Saila Sathy | Jamrul RaZu । Bangla Natok 2025,NATAKERA PRANK KING,2025-08-27T09:00:25Z,https://youtube.com/watch?v=IVl5BL1kYwU,207617,2657,17,50.0
D-JqeijKz0s,রঙিন শহরে সাদাকালো জীবন | Bangla Natok Short | Sajal | Rabina | Short Story 2026,Eagle Entertainment Drama,2026-02-05T10:00:06Z,https://youtube.com/watch?v=D-JqeijKz0s,56185,414,2,1358.0
mgGeRnPefFw,Hridoy Er Kotha ( হৃদয়ের কথা ) Full Natok | Tawsif | Totini | Bangla Natok | Eid Natok,Sultan Entertainment,2025-06-12T09:01:41Z,https://youtube.com/watch?v=mgGeRnPefFw,10239915,103119,7687,4543.0
fG-oSK4n5dk,শহরের কাজিন | Prank King | Rafsun Imtiaj  | Saila Sathy | Rakib Mirzya ।Bangla Natok 2025,AYNA,2025-07-02T06:06:04Z,https://youtube.com/watch?v=fG-oSK4n5dk,19416404,81646,2895,2648.0
VBe82bmUq9I,Dena Pawna | Episode 1 | Allen Shubhro | Shahiduzzaman Selim | KM Sohag Rana | Drama Series 2024,Cinemawala Entertainment,2024-11-26T06:00:26Z,https://youtube.com/watch?v=VBe82bmUq9I,5611164,74722,2346,1209.0
P0u6sYulaps,"Mostofa | মোস্তফা | EP- 71 | Bangla Dubbed Turkish Drama | İlker Kaleli, Burçin Terzioğlu | Rtv",Rtv Drama Serial,2026-02-14T12:00:06Z,https://youtube.com/watch?v=P0u6sYulaps,38661,1251,218,2434.0
WFofTvIDIwY,"কে বেশি মেকআপ করে, নায়ক নাকি নায়িকা | Niloy Alamgir | Heme | Bangla Natok #shorts",Niloy Alamgir,2024-11-13T15:16:29Z,https://youtube.com/watch?v=WFofTvIDIwY,8347440,185641,622,25.0
YeRpX0FKCrg,কষ্টের জীবন সিরিজ ০২ | KOSTER JIBON SERIES 02 | NATOK LIVE | BANGLA NATOK | EAGLE TEAM NATOK LIVE,Eagle Premier Station,2025-07-30T14:34:31Z,https://youtube.com/watch?v=YeRpX0FKCrg,6326207,14988,128,9450.0
wSsphcfa3_4,Keno Ei Shongota | কেন এই সঙ্গতা | Full Drama | Polash | Safa Kabir | Eid Special Bangla Natok 2025,KAHINI,2025-06-12T09:01:21Z,https://youtube.com/watch?v=wSsphcfa3_4,3673158,58083,3558,3515.0
te4D5Qa7rXo,Kranti | ক্রান্তি | Nirjon Nahuel | Fatema | Hasan Mehedi | Full Natok | Bangla New Natok 2025 | NAF,NAF Entertainment,2025-10-16T09:01:19Z,https://youtube.com/watch?v=te4D5Qa7rXo,14927727,146632,4487,3002.0
rVqK4eYTpF0,এস আই আর নাটক || SIR আতঙ্ক || SIR Bangla natok || DT Bangla New Natok,DT Bangla,2026-02-05T09:47:58Z,https://youtube.com/watch?v=rVqK4eYTpF0,191709,1226,46,924.0
MXYaP09mtOw,প্রেমিকার জন্য নিজেকে পরিবর্তন 😢 | Nirjon Nahuel | Mahima | Bangla Natok Love Story,Naim Edit 100K,2026-01-06T03:00:35Z,https://youtube.com/watch?v=MXYaP09mtOw,115277,1090,23,692.0
NddUF4eIf9c,প্রবাসী টাকার মেশিন | Probashi Takar Machine | Shishir | Nijhum | New Bangla Natok 2025 | CD Vision,CD Vision Studio,2025-07-11T08:00:21Z,https://youtube.com/watch?v=NddUF4eIf9c,3611691,22822,971,3993.0
XDGU_1K_u90,গ্রামের মেয়ে শহরের বউ | Gramer Meye Shohorer Bou | EP 01 | Eagle Team | New Web Series 2026,Eagle Web Series,2026-02-08T09:00:06Z,https://youtube.com/watch?v=XDGU_1K_u90,1509488,19105,190,2846.0
xOE63TJ8T_0,ছেলের ঘরে চাকর ২ | Sagar ahmed | Sporshia Mim | Mamun ar Rashid | Bangla New Natok 2025,Sagar & Brothers Entertainment,2025-09-11T06:00:51Z,https://youtube.com/watch?v=xOE63TJ8T_0,2856744,15275,462,2603.0
NRF5wlyuMWY,সিকদার বাড়ির অভাগী বড় বউ | Bangla Natok 2026 | New Natok | Drama | Short Filim |,Sikdar tv,2026-02-10T15:23:58Z,https://youtube.com/watch?v=NRF5wlyuMWY,67687,155,3,2651.0
w4t3edCJrVM,লাভ ইউ ভাড়াটিয়া ২ । Love You Bharatia 2 | Musfiq R. Farhan | Keya Payel । New Bangla Natok 2025,CMV Entertainment,2025-10-10T12:22:16Z,https://youtube.com/watch?v=w4t3edCJrVM,5777871,24127,311,2134.0
JwIOoaMXTtc,Bizlir High Voltage Pan | বিজলীর হাইভোল্টেজ পান | Full Natok | New Bangla Natok 2026 | Comedy Drama,Bengal Drama Stage ,2026-02-03T09:00:33Z,https://youtube.com/watch?v=JwIOoaMXTtc,27747,932,277,2564.0
adYweCXB6Lc,"মজিদের বউ বদল | Tonmoy Sohel, Farzana Ahsan Mihi | Shakal Ahmed | New Bangla Natok | Global TV Drama",Global TV Drama,2026-02-13T10:00:02Z,https://youtube.com/watch?v=adYweCXB6Lc,328136,1510,27,2665.0
J_CRWXVLYa4,Jotno | যত্ন | Ep-60 | Arosh Khan | Maftuha Jannat Jim | Sneha | Bannah | Bangla Serial Natok 2026,GTV Drama Serial,2026-02-07T12:00:07Z,https://youtube.com/watch?v=J_CRWXVLYa4,141780,3475,127,1300.0
F1HPLkPtnOU,JODI TUMI JANTE | Apurbo | Mehazabien | Jakaria Showkhin | Bangla New Natok,Banglavision DRAMA,2018-08-30T06:15:04Z,https://youtube.com/watch?v=F1HPLkPtnOU,25445048,155656,9748,4057.0
WU-9b8JMZNA,বোঝা | Bojha | Full Drama | Zaher Alvi | Iffat Ara Tithi | Jannat  | Mamun | Bangla New Natok 2025,Arhan Entertainment,2025-09-04T06:00:32Z,https://youtube.com/watch?v=WU-9b8JMZNA,3816571,24441,769,3155.0
_xM43IuXAUY,ভাড়াটে জামাই | Varate Jamai | Full Drama | Pavel | Samanta Parveg | Bangla New Natok 2025,MADFLIX,2025-09-27T08:00:41Z,https://youtube.com/watch?v=_xM43IuXAUY,975532,8382,272,2705.0
hrw0Z33_998,গরিব ঘরের রাজপুত্র 🔥👑 | Gorib Ghorer Rajputro | 2026 New Bengali Latest Natok | Gramin TV Natok |,GRAMIN TV NATOK,2026-02-06T07:26:58Z,https://youtube.com/watch?v=hrw0Z33_998,839159,5620,217,877.0
Rvp0Kg9-P_Q,ক্রাশ যখন বস । Crush Jokhon Boss | Afran Nisho | Tanjin Tisha | MR Aryan | New Bangla Natok 2025,CMV Entertainment,2025-05-07T12:55:15Z,https://youtube.com/watch?v=Rvp0Kg9-P_Q,2285588,13764,375,1855.0
MYd8aesOfjs,বিধবার আর্তনাদ | bidhobar artonad | Rabina Rafin | sabuj ahmed | New Bangla Natok 2025 | An Drama,AN DRAMA,2025-09-06T08:00:33Z,https://youtube.com/watch?v=MYd8aesOfjs,1478741,8631,422,2712.0
yljfrZ8WSlI,👉 মেয়েরাও পারে! 💪 শেষ মুহূর্তে সবাইকে চমক দিলো! 😱 | Bangla Natok 2026,Apu Zahan,2026-02-09T13:03:17Z,https://youtube.com/watch?v=yljfrZ8WSlI,29078,90,13,1358.0
qWThWnBSBd4,অভাগীর সংসার | Ovagir Songsar | Full Natok | Bangla Natok 2026 | Foyas & Shefa | Rina Khan,Aparna Enter10,2026-02-07T12:01:31Z,https://youtube.com/watch?v=qWThWnBSBd4,104098,360,13,2738.0
FnXJxNybBRo,বিয়ের পর প্রথম মাসে যা হয় | Arosh Khan | Tasnuva Tisha | Hridoyer Ayna | Bangla Natok 2025,Silver Line Drama,2025-04-13T12:14:10Z,https://youtube.com/watch?v=FnXJxNybBRo,434121,7462,33,37.0
izcoe3ASvHs,আপন জন ২ | Apon Jon 2 (Promo) | Saila Sathy | Monira Mithu | Raza Hasan | Bajpakhi | New Natok 2026,Bajpakhi বাজপাখি ,2026-02-09T11:30:32Z,https://youtube.com/watch?v=izcoe3ASvHs,273821,1821,45,46.0
xlrDEOTYaAw,মনের গভীরে  | Moner Gobhire | Tawsif Mahbub | Naznin Nahar Niha | New Bangla Natok 2026,CMV Entertainment,2026-02-05T13:28:05Z,https://youtube.com/watch?v=xlrDEOTYaAw,220400,1570,29,2031.0
62LKUD5Wo4s,"এক দিনের কুটুম  Eagle Team | Anamul, Rowshni | Bangla Natok 2026",Eagle Entertainment Drama,2026-02-12T13:00:19Z,https://youtube.com/watch?v=62LKUD5Wo4s,34044,401,1,57.0
LHhUXn8QrQM,Eta Amaderi Golpo 29 | Episode 29 | এটা আমাদেরই গল্প 29 | Review | Basar | Payel | Sajjad | Sunerah,NATOK SHORT Tv,2026-02-06T01:00:22Z,https://youtube.com/watch?v=LHhUXn8QrQM,634829,3631,104,1708.0
t8ka2J8x8G8,Arosh Khan Natok | একটি ভুল সারা জীবনের কান্না | Ahona | Bangla Sad Love Story | Bangla Drama 2026,CINEKING,2026-02-08T03:01:07Z,https://youtube.com/watch?v=t8ka2J8x8G8,22860,247,10,564.0
KNFDxiD6tac,গর্ভবতী কাজের মেয়ে । Gorvoboti Kajer Meye । Full Natok । Bangla New Natok 2026 । Pregnant Kajer Meye,Ample Family Drama,2026-02-15T08:04:37Z,https://youtube.com/watch?v=KNFDxiD6tac,1801,18,1,2190.0
DAxhtdECXfA,মামাতো বোন যখন বউ Mamato Bon Jokhon Bou | Full Bangla Natok 2025 | Shaikot & Moumita | Bangla Drama,Alo Chaya Drama,2025-09-18T11:00:21Z,https://youtube.com/watch?v=DAxhtdECXfA,332391,1698,28,3048.0
NBgze9eDtjw,গরিব ঘরে রাজপুত্র ৩ ফুল রিভিউ | Gorib Ghore Rajputro full review and updates|Miraz Khan Ananna Islam,PRANKKING UPDATE ,2026-02-06T04:25:52Z,https://youtube.com/watch?v=NBgze9eDtjw,189507,1349,37,103.0
AmCZJg0zHto,Colorfull | কালারফুল | Afran Nisho | Sanjida Preeti | New Bangla Natok 2025 | CD Vision Drama Series,CD Vision Drama Series,2025-08-26T08:00:11Z,https://youtube.com/watch?v=AmCZJg0zHto,425097,4653,602,2437.0
Ly_TMVoltbA,"Joutho Family | Eagle Team | Farhan Even, Mumu | Bangla Natok 2025 #eaglemusic #shorts",Eagle Drama Series,2026-02-12T08:00:34Z,https://youtube.com/watch?v=Ly_TMVoltbA,11717,300,1,69.0
NxTKoub8tvs,নির্বাচনের টাকা এখন খাবারের টেবিলে | New Bangla Natok #banglanatok #shorts #shortvideo,Josna Entertainment,2026-02-13T12:30:35Z,https://youtube.com/watch?v=NxTKoub8tvs,5250,41,0,50.0
Ji12QgoE2ZE,Ashiqui | আশিকি | Full Natok | Eid Natok | Jovan | Niha | Emrose Shaon | New Bangla Natok 2025,BD TOP DRAMA ZONE ,2025-06-17T03:00:02Z,https://youtube.com/watch?v=Ji12QgoE2ZE,555824,5886,35,27.0
_rigDfcQR5U,Kagojer Biye | কাগজের বিয়ে | Bangla Drama | Apurba | Sabila Nur | Bangla Natok 2022,LBC Entertainment,2022-11-14T09:00:21Z,https://youtube.com/watch?v=_rigDfcQR5U,10158405,118885,6121,2896.0
FVBCz_kMoPA,😂 ক্রাশ যখন ব্রাশ হয় 😣🤣🤕 | new bangla natok | niloy Alamgir natok | pita putrer boyosh natok,BD BIG ZONE 91,2025-10-28T12:00:30Z,https://youtube.com/watch?v=FVBCz_kMoPA,42933,890,15,28.0
