VideoID,Title,Channel,PublishDate,URL,Views,Likes,Comments,Duration_sec
YttbnslWHQU,Olosh Poribar 3 | অলস পরিবার ৩  | Full Natok | Tonmoy | Tuhin | Saddam | Sumaiya | Ananna,Housefull Drama,2026-01-28T09:00:51Z,https://youtube.com/watch?v=YttbnslWHQU,1662087,11289,300,2582.0
hrIplEqU0PQ,পরিবারের মায়া | Poribarer Maya (Full Natok) | Bk Akash | Gungun। Bangla Natok 2026,Purnota Films,2026-02-02T07:00:41Z,https://youtube.com/watch?v=hrIplEqU0PQ,212282,1210,34,2651.0
-GzQ0JUE7s0,বন্ধু যখন সুন্দরী মেয়ে দেখে | আশিকি | Jovan | Niha | New Bangla Natok 2025,CMV Entertainment,2025-06-15T14:15:00Z,https://youtube.com/watch?v=-GzQ0JUE7s0,1403514,11304,59,8.0
2vLMTKwcCqE,Shat Diner Prem | ৭ দিনের প্রেম | Full Natok | Arosh Khan | Sunerah | Tomal | New Bangla Natok 2025,Big City Drama,2025-11-07T10:15:01Z,https://youtube.com/watch?v=2vLMTKwcCqE,4472401,40373,1937,3058.0
hR5M0MfjqO4,ছাত্রী যখন রূপচর্চায় ব্যস্ত | ক্যান্ডি ক্রাশ | Apurba | Mehazabien | New bangla natok 2024,CMV Entertainment,2024-08-01T09:50:09Z,https://youtube.com/watch?v=hR5M0MfjqO4,5396812,124426,135,48.0
63C78kFyu_c,Moner Majhe Tumi | মনের মাঝে তুমি  | Full Natok | Yash Rohan | Totini | Bangla Natok 2026,The Dramatic,2026-02-05T09:00:07Z,https://youtube.com/watch?v=63C78kFyu_c,394102,2435,0,3947.0
6G0iMUHy3I0,আমাদের সংসার | পর্ব ৫ | Amader Shongshar | Episode 05 | পারিবারিক নাটক | Bangla New Natok 2026,Red Films Entertainment,2026-02-13T12:30:07Z,https://youtube.com/watch?v=6G0iMUHy3I0,766034,10292,297,3092.0
_xZwGooBL20,হৃদয়ের ভালোবাসা | Hridoyer Bhalobasa | Tawsif Mahbub | Tasnia Farin | New Bangla Natok 2026,Peacock Fun,2026-01-14T09:00:59Z,https://youtube.com/watch?v=_xZwGooBL20,109578,1110,31,3196.0
gukwAVLbnKo,"Ek Diner Kutum | এক দিনের কুটুম (Full Natok) Eagle Team | Anamul, Rowshni | Bangla Natok 2026",Eagle Bangla Natok,2026-02-05T09:30:06Z,https://youtube.com/watch?v=gukwAVLbnKo,633281,9782,105,2390.0
SQVV3FSfn5Q,ছোট শালী ফ্রি | Prank King | Miraz Khan | Ananna Islam | Rup | Shakil Hossain | Bangla Natok 2025,JOBAFUL DRAMA,2025-10-23T06:00:22Z,https://youtube.com/watch?v=SQVV3FSfn5Q,4549917,49753,1189,2310.0
8v3-diUR-Ss,পাগলীর পেটে বাচ্চা । Paglir Pete Baccha। Bangla Natok 2025 । Full Natok । Urmi । Ample Family Drama,Ample Family Drama,2025-12-04T08:00:56Z,https://youtube.com/watch?v=8v3-diUR-Ss,2134869,5402,222,2601.0
3FS7RPLG-w4,Ontora | Rabina | Zara Nur | New drama shooting time | Natok 2022 | Bangla Natok 2022 | Natok 2022,Sanai's Beauty Hub,2022-04-04T14:31:25Z,https://youtube.com/watch?v=3FS7RPLG-w4,150713,2627,13,17.0
gu2B1Vpe6ps,দুষ্টু ছাত্রীর প্রেম | Dusto Chatrir Prem | Musfiq R  Farhan | Keya Payel | Bangla New Natok 2026,Durbeen TV,2026-01-14T09:47:38Z,https://youtube.com/watch?v=gu2B1Vpe6ps,1655782,13356,161,2479.0
G4FQ7obxd8w,বিবাহিত কাপল | Bibahito Couple | Full Natok | Musfiq R Farhan | Keya Payel | New Bangla Natok 2025,Peacock Fun,2025-12-03T09:00:21Z,https://youtube.com/watch?v=G4FQ7obxd8w,726140,3031,49,2422.0
-WmgSxhRVp0,শিয়ালের গোস্ত খাওয়াই দিলো হোটেলে | Family Entertainment bd | Bangla Funny Video | Desi Cid | Natok,Family Entertainment Bd,2025-01-07T10:00:00Z,https://youtube.com/watch?v=-WmgSxhRVp0,5023143,114521,534,34.0
US8mgBWU7so,উচ্চবংশের বউ | Ucchobongsher Bou | পারিবারিক নাটক ২০২৬ | Bangla New Natok 2026,Red Films Entertainment,2026-01-09T13:00:07Z,https://youtube.com/watch?v=US8mgBWU7so,1127883,4337,109,2702.0
lFwp5lDjaSE,"Joutho Family | Eagle Team | Farhan Even, Mumu | Bangla Natok 2025 #eaglemusic #shorts",Eagle Drama Series,2026-02-14T08:01:04Z,https://youtube.com/watch?v=lFwp5lDjaSE,24964,244,1,59.0
Y-SyQXjtN_s,new natok 2025 নতুন নাটক ২০২৫। #নতুন নাটক #newnatok #eidnatok  #2025,তাল পুকুর ,2025-04-25T10:57:51Z,https://youtube.com/watch?v=Y-SyQXjtN_s,1913390,7838,142,10.0
uTZhNfqvSec,Natok : Pajor 2 . #comedy #banglacomedydrama #adif,Duniya,2024-02-05T18:37:27Z,https://youtube.com/watch?v=uTZhNfqvSec,3648266,53824,229,12.0
YGBlImDzLTA,কেয়া পায়েল | bangla natok 2024 | keya payel new natok | bangla new natok 2024 |, Dihan Official ,2025-02-03T06:25:11Z,https://youtube.com/watch?v=YGBlImDzLTA,1445846,9964,40,14.0
E1gPF_vQNCE,Ruposhi Studio | রূপসী স্টুডিও | Full Natok | Musfiq R Farhan | Keya Payel | Bangla Natok,Sultan Entertainment,2025-09-23T09:00:19Z,https://youtube.com/watch?v=E1gPF_vQNCE,8179436,60828,2522,3450.0
SCLAc27fuHs,তুই ফোন রাখ😂| Apurbo | Mehjabin | CMV Entertainment | Bangla New Natok 2022,CMV Entertainment,2022-11-04T01:20:29Z,https://youtube.com/watch?v=SCLAc27fuHs,699669,6039,27,12.0
0O431wT2yjQ,Hashi Sheshe Nirobota | হাসি শেষে নীরবতা | Arosh Khan | Priyontee Urbee | Bangla Natok 2025,Kalbela Drama,2025-10-27T10:04:53Z,https://youtube.com/watch?v=0O431wT2yjQ,4949861,32121,715,2759.0
5TFn8nWflQQ,Darale Duyare | দাঁড়ালে দুয়ারে | Full Natok | Yash Rohan | Totini | Bangla Natok,Sultan Entertainment,2025-04-09T13:00:42Z,https://youtube.com/watch?v=5TFn8nWflQQ,13395762,82791,2501,3053.0
YOdGaITI4AQ,Tui Amar | তুই আমার | Full Drama | Arosh Khan | Priyontee Urbee | Bangla New Natok 2025 | Love Story,Swadesh Drama,2025-11-12T12:01:12Z,https://youtube.com/watch?v=YOdGaITI4AQ,1387176,9493,135,2492.0
Qx-H5EmR6Xw,"Joutho Family | Eagle Team | Farhan Even, Mumu | Bangla Natok 2025 #eaglemusic #shorts",Eagle Drama Series,2026-02-13T10:00:42Z,https://youtube.com/watch?v=Qx-H5EmR6Xw,6828,119,0,57.0
eqeCP2butZE,Bachbona | বাঁচবোনা | Promo | Niloy Alamgir | Heme | Mohin Khan | Bangla New Natok 2026 | NAF,NAF Entertainment,2026-01-18T09:00:53Z,https://youtube.com/watch?v=eqeCP2butZE,884658,5925,164,136.0
myhmJYnJXgA,Love Me More | New Natok | Tawsif | #cinemawala #banglanatok #Tawsif #Chhoya,Funny Natok,2025-04-20T09:00:59Z,https://youtube.com/watch?v=myhmJYnJXgA,1934273,19637,38,19.0
MipJiZidw7I,Kothay Pabo Shanti | কোথায় পাবো শান্তি (Full Natok) Eagle Team | Even | Zara | Bangla Natok 2025,Eagle Premier Station,2025-11-17T09:30:07Z,https://youtube.com/watch?v=MipJiZidw7I,1366112,10394,140,3033.0
eK1oHWRMJaU,Boss I Hate You | বস আই হেইট ইউ | Eid Natok | Apurba | Keya Payel | B.U. Shuvo | Bangla New Natok,Banglavision DRAMA,2022-05-19T10:00:11Z,https://youtube.com/watch?v=eK1oHWRMJaU,25758389,304287,6251,2651.0
yLVuGJUWG9w,কখনো কোন মেয়ের কাছ থেকে প্রপোজ পেয়েছেন? | Sakib | Ananna | Bangla Natok | Eid Natok,DG Production,2023-04-22T07:56:03Z,https://youtube.com/watch?v=yLVuGJUWG9w,5775050,254577,1179,38.0
AqapuzJkK8w,Hridoye Rekhechi Gopone | Full Natok | Yash Rohan | Totini | Eid Natok 2025 | Bangla Natok,Sultan Entertainment,2025-04-02T11:00:24Z,https://youtube.com/watch?v=AqapuzJkK8w,25204038,134337,3013,3307.0
tCKxWBG4Emc,Bangla New Comedy Natok 2025 | Bou Kane Kom Shune | বউ কানে কম শুনে | Tawsif Mahbub | Ahona Rahman,Widescreen Entertainment,2025-11-13T13:00:06Z,https://youtube.com/watch?v=tCKxWBG4Emc,1149887,2496,0,2601.0
x1bKGVJx1CM,বদনাম | Badnaam (Full Natok) | Tonmoy Sohel | Mim Chowdhury | Anwar Sahi | Bangla New Natok 2026,Purnota Films,2026-01-14T06:00:58Z,https://youtube.com/watch?v=x1bKGVJx1CM,617274,4666,131,3229.0
7RQ_S_58q8A,Khotipuron | ক্ষতিপূরণ | Yash Rohan | Malaika Chowdury | #newnatok #newnatok2025#eidnatok#natok2024,RAR Entertainment   ,2025-07-09T13:22:28Z,https://youtube.com/watch?v=7RQ_S_58q8A,2285748,10282,24,8.0
TVRGe_-jQrA,বেকার ছেলের বউ | Bekar Cheler Bou | Full Natok | Jamil Hossain | Zara Noor | New Bangla Natok 2025,DG Production,2025-10-19T08:00:34Z,https://youtube.com/watch?v=TVRGe_-jQrA,4772819,23604,1002,2545.0
QZ0Xrw1P4JM,HeMe | Full Drama | Sazzad Hossain Bappi | Yash Rohan | Tanjim Saiara Totini | New Bangla Natok 2025,CINEMAWALA,2025-10-09T09:00:41Z,https://youtube.com/watch?v=QZ0Xrw1P4JM,8465975,89756,4778,3329.0
6ZCw9otY10I,"Gorib Ghore Rajputro 4 |গরিব ঘরে রাজপুত্র ৪ | Miraz Khan, Ananna Islam | New Bangla Natok 2026",BAGLA  FULL NATOK UPDATE ,2026-02-10T10:38:37Z,https://youtube.com/watch?v=6ZCw9otY10I,126477,769,18,144.0
K1iE-LQ45M0,Dena Pawna | Episode 115 | Allen Shuvro | Shahiduzzaman Selim | KM Sohag Rana | Drama Series 2026,Cinemawala Entertainment,2026-02-08T06:00:15Z,https://youtube.com/watch?v=K1iE-LQ45M0,2048954,57452,2576,1233.0
aYd_Knf2XbU,Sublet | সাবলেট | মনোজ প্রামাণিক & অবনী মিঠু | New Bangla Natok 2025।,charuprangon,2025-12-11T13:02:18Z,https://youtube.com/watch?v=aYd_Knf2XbU,292715,2683,290,1942.0
SW5eyWtS7Lo,ফারহানের সব চেয়ে বেশি কষ্টের নাটক😢😭Bangla New Natok 2023🌺Musfiq R Farhan New Natok 2023🌼 #shorts,Farhan Official,2023-03-31T02:00:10Z,https://youtube.com/watch?v=SW5eyWtS7Lo,3016407,87001,629,26.0
laeG9bZiYTc,Eta Amaderi Golpo | Episode 30 | M M Kamal Raz | Basar | Payel | Sajjad | Sunerah | Facts & Review,Review_Facts1,2026-02-10T07:51:15Z,https://youtube.com/watch?v=laeG9bZiYTc,1213623,8464,295,1279.0
QEVJXJ2RV9o,বিয়ে বাড়িতে সুন্দরী মেয়েরা যা করে | শেষ ভালোবাসা |  Jovan | Keya Payel | Bangla Natok 2024,CMV Entertainment,2024-12-03T09:02:29Z,https://youtube.com/watch?v=QEVJXJ2RV9o,3376664,61035,124,36.0
YqnGJ2A0BxQ,আমাদের সংসার | পর্ব ৪ | Amader Shongshar | Episode 04 | পারিবারিক নাটক | Bangla New Natok 2026,Red Films Entertainment,2026-02-05T09:00:08Z,https://youtube.com/watch?v=YqnGJ2A0BxQ,1081758,11522,361,3014.0
H4AGa1SCa1A,"Joutho Family | যৌথ ফ্যামিলি | EP 112 | Eagle Team | Even, Mumu, Isshad, Kotha | Bangla Natok 2026",Eagle Drama Series,2026-02-09T09:00:07Z,https://youtube.com/watch?v=H4AGa1SCa1A,714470,15808,168,1709.0
A-r5QzrtcHg,Sahoshi Chele Vitu Meye 3 |  সাহসী ছেলে ভীতু মেয়ে ৩ (Full Natok) Eagle Team | Bangla Natok 2026,Eagle Premier Station,2026-02-09T09:30:07Z,https://youtube.com/watch?v=A-r5QzrtcHg,1254706,23277,273,2095.0
K39kJitzSPg,Othoir Natok,Music bangla TV,2022-06-15T03:45:36Z,https://youtube.com/watch?v=K39kJitzSPg,13260845,0,318,8.0
Ar0TCSy5VC0,Best Bangla Natok | Anonna | Mehazabien Chowdhury | Shashwta Datta,Cinemawala Clips,2023-12-27T06:30:03Z,https://youtube.com/watch?v=Ar0TCSy5VC0,849261,8918,28,36.0
gjE7enfPQ74,এই এখানে কি করসে তোরা | Niloy Alamgir | Jannatul Heme | New Bangla Natok Video 2024 #natok,Jannatul_Heme60,2023-12-30T11:34:12Z,https://youtube.com/watch?v=gjE7enfPQ74,5875039,78174,213,26.0
Ed-q89itJd4,মা ছাড়া মেয়ে । Ma Chara Meye । Maimuna Momo। Fatema Hira I New Bangla Natok 2026 । Naz multimedia BD,Naz Multimedia BD,2026-02-05T09:00:30Z,https://youtube.com/watch?v=Ed-q89itJd4,1339352,4916,177,2325.0
SOcCteKZiBk,ডিস্টার্ব জামাই | Disturb Jamai | Full Natok | Niloy Alamgir | Heme | Bangla New Natok 2025,Niloy Alamgir,2025-12-27T09:00:51Z,https://youtube.com/watch?v=SOcCteKZiBk,1030740,4478,104,2673.0
MSDSKzs9yrQ,Help করলেও দোষ না করলেও দোষ | Jovan new natok 2025 | Bangla new natok #funnyvideo #comedy #shorts,JR Entertainment BD🇧🇩,2025-09-23T16:06:13Z,https://youtube.com/watch?v=MSDSKzs9yrQ,15682888,221259,1781,31.0
EL6HJBCXVhs,শুধু আমিই কম দামে দিচ্ছি | Arohi Mim | Shanto | Prank King | New Bangla Natok 2025 #Natok #arohimim,Arohi_Official41,2025-06-21T08:04:50Z,https://youtube.com/watch?v=EL6HJBCXVhs,2866590,28290,117,55.0
wp9KaQIdcso,বাস্তবে এমন অনেক হয়  | অথৈ | Othoi | Bangla natok new 2023 #Shorts #shortsfeed,Returns Entertainment,2023-05-21T02:00:31Z,https://youtube.com/watch?v=wp9KaQIdcso,34336547,519553,684,59.0
yeT_7H-Togw,Bangla Natok 2025। নতুন বাংলা নাটক । musfiq R. Farhan । keya payel । UKIL TV,UKIL TV,2025-08-30T12:00:12Z,https://youtube.com/watch?v=yeT_7H-Togw,174952,0,7,9.0
grUHtYVG6Jc,লে ঠান্ডা🥶🔥 | Le Thanda – New Latest Bangla Drama 2026 | Winter Story ❄️,GRAMIN TV NATOK,2026-01-17T07:34:13Z,https://youtube.com/watch?v=grUHtYVG6Jc,1355838,6970,277,1039.0
9zHNJZDCoLQ,কাজের মেয়ে সিকদার বাড়ির বউ | New Natok 2026 | Bangla Natok | Short Filim | New Drama |,Sikdar tv,2026-01-09T14:49:15Z,https://youtube.com/watch?v=9zHNJZDCoLQ,433127,1116,35,2590.0
XrLYZ08IMEc,"ভুলতে চেয়েছি, কিন্তু প্রতিটা নিঃশ্বাসেই তুমি | Yash Rohan | Totini | New Bangla Natok 2025",Bangla Natok Experience,2025-06-06T06:13:09Z,https://youtube.com/watch?v=XrLYZ08IMEc,148728,1907,11,12.0
BHqoeKoXzbE,ধার করে আনা ড্রেস যখন ছিঁড়ে যায় | Mr  & Ms  চাপাবাজ | Apurba | Mehazabien | Bangla Natok 2024,CMV Entertainment,2024-12-10T09:46:26Z,https://youtube.com/watch?v=BHqoeKoXzbE,3649074,67987,72,36.0
1t1UlU_5BP0,Ashiqui 2 | আশিকি । Teaser | Farhan Ahmed Jovan & Naznin Niha | New Bangla Natok 2025 | Emrose Shaon,Genjam Bhai,2025-06-04T10:26:51Z,https://youtube.com/watch?v=1t1UlU_5BP0,2019536,19185,1039,12.0
osxM-7DhqBQ,রাধিকার বাবা কোটিপতি #drama #korendrama #lovestory #vairalshort,Ts News ,2025-08-01T11:45:32Z,https://youtube.com/watch?v=osxM-7DhqBQ,7222625,0,1577,55.0
J70xUg0bFLU,আগে কি সুন্দর দিন কাটাইতাম | Tamim Khandakar | Saila Shathy | Jamrul Razu | Bangla Natok 2025,Yeafee Entertainment Videos,2025-10-22T10:15:48Z,https://youtube.com/watch?v=J70xUg0bFLU,3333153,7452,159,2395.0
n1G8TarWHqo,নাপিতের ছেলে ম্যাজিস্ট্রেট | Family Entertainment Bd | Bangla Funny Video | Desi Cid | Bangla Natok,Family Entertainment Bd,2026-02-06T08:01:04Z,https://youtube.com/watch?v=n1G8TarWHqo,2051044,44130,2239,1407.0
hxf0R8lhjxU,কাঁচা টাকার এই গল্পটা আপনাকেও ভাবাবে | New Bangla Natok #banglanatok #shorts #shortvideo,Josna Entertainment,2026-02-14T04:00:30Z,https://youtube.com/watch?v=hxf0R8lhjxU,9112,38,2,19.0
xy3JTlBw-JM,Vaggo - ভাগ্য | Shuvo Khan | Mim Chowdhury | SM Rubel Rana | New Bangla Natok 2025,Banglavision DRAMA,2025-10-09T09:01:30Z,https://youtube.com/watch?v=xy3JTlBw-JM,1247467,8423,263,2502.0
0TGOjO0zD0k,এমন বন্ধু থাকলে শত্রুর দরকার নেই 😭  Trending Comedy Video 2025 😂 Amazing Funny Video 2024,Puchir Ma,2025-02-16T14:40:09Z,https://youtube.com/watch?v=0TGOjO0zD0k,8394183,124887,637,37.0
hKy_xtAAsrQ,Bangla natok | #shorts #love #trending #funny,Short Creation,2025-04-23T12:05:14Z,https://youtube.com/watch?v=hKy_xtAAsrQ,3031203,36794,48,50.0
dVJ_77QG5kg,"পঙ্গু স্বামী, বউর ভার 😢💔 | Bangla Emotional Natok 2026",Apu Zahan,2026-02-13T12:01:01Z,https://youtube.com/watch?v=dVJ_77QG5kg,43218,143,4,1326.0
j3FeF8YqNeE,Emotional Natok Video | Selim | Hasi |Selim  Ahmed | Bangla Natok Highlight🥀❤️✌️#viralvideo #sad,AS EYASIN.1M,2026-02-15T08:28:16Z,https://youtube.com/watch?v=j3FeF8YqNeE,3532,257,3,117.0
ynXw1dIq350,গরিব মেয়ে বসের নষ্ট করা খাবার খেলাম #banglanatok #trending #shorts #unfrezzmyaccount,BanglaNatok3.2,2026-02-15T06:27:28Z,https://youtube.com/watch?v=ynXw1dIq350,3696,90,0,180.0
AbcKYxpymmU,Best Funniest Comedy #funny #sorts #banglacomedy #comedyvideos #funny #trending #natok #bangladeshi,Mahabub Islampuri,2025-09-15T07:30:07Z,https://youtube.com/watch?v=AbcKYxpymmU,1916531,0,33,10.0
bV0Yh_oZyJc,Pritha | পৃথা | Tauquir Ahmed | Kusum Shikdar | New Bangla Natok 2025 | CD Vision Drama Series,CD Vision Drama Series,2025-08-28T08:00:45Z,https://youtube.com/watch?v=bV0Yh_oZyJc,352975,2470,220,3599.0
0FYuydnq3ts,| New Bangla Drama 2025 | Bangla Natok 2025 | illusion,illusion,2025-09-07T06:00:00Z,https://youtube.com/watch?v=0FYuydnq3ts,9309,93,2,24.0
6DrZc-2imk4,Jannatul Sumaiya Heme & Niloy Alamgir | New Drama Photoshoot 2025 | Bangla Natok 2025,Jannatul Sumaiya Heme,2025-09-24T19:16:39Z,https://youtube.com/watch?v=6DrZc-2imk4,530016,3638,25,16.0
ZCtpNoy8gAY,বাবার ভাগ্য | Baba |  Full Natok | New Bangla Natok | namaji bahu | new natok 2025 | natok | SM NEWS,SM NEWS,2025-05-08T12:55:25Z,https://youtube.com/watch?v=ZCtpNoy8gAY,7062628,9559,210,1697.0
fnaxsgjsk38, প্রেম করতে গিয়ে জেলে! ভালোবাসার এমন পরিণতি… 😱💔 | Bangla Emotional Natok 2026,Apu Zahan,2026-02-07T13:01:44Z,https://youtube.com/watch?v=fnaxsgjsk38,86181,282,12,1885.0
WRAX_PjMuJ4,নিজের প্রেমিকা অন্যের বিছানায়-😭💔_Arosh Khan & Sunerah_Love Story Drama Clip_New Bangla Natok 2026,ORIGINAL DRAMA 4K,2026-02-08T13:01:01Z,https://youtube.com/watch?v=WRAX_PjMuJ4,51431,380,13,363.0
yybGA537kwM,What a বৌ | khairul basar | tanjin tisha | funny natok #funny #whatsappstatus #comedy,Mollick official,2025-01-15T15:20:28Z,https://youtube.com/watch?v=yybGA537kwM,225341,3322,10,21.0
rq-a2QD0ViI,আত্মীয় | Attiyo | Full Natok | Niloy Alamgir | Heme | Mohin Khan | Bangla New Natok 2024 | NAF,NAF Entertainment,2024-12-02T09:00:57Z,https://youtube.com/watch?v=rq-a2QD0ViI,21146794,113517,4021,4000.0
qhpVafGCTxI,Anamika | অনামিকা | Full Natok | Eid Ul Adha | Jovan & Aisha Khan | Bangla New Natok 2025,Maasranga Drama,2025-07-10T06:00:50Z,https://youtube.com/watch?v=qhpVafGCTxI,6698935,55418,1454,2594.0
-kTs4v4uU78,মায়ের দুঃখ কেউ বুঝে না  (Full Drama) | Raju Ahmed | Adrita Sonia |  Bangla New Natok 2026,Mk Exclusive,2026-02-08T04:59:52Z,https://youtube.com/watch?v=-kTs4v4uU78,69975,225,16,2767.0
Y0_tcLYJzYY,Pita Putrer Boyosh | পিতা পুত্রের বয়স | Promo | Niloy Alamgir | Heme | Rafsun | Bangla Natok 2025,NAF Entertainment,2025-10-22T09:00:50Z,https://youtube.com/watch?v=Y0_tcLYJzYY,2862139,13013,282,124.0
Nvcs2zmVLo4,Niharkoli | Live Natok | Niloy Alamgir | Jannatul Sumaiya Heme | Fazlul Haque | Bangla Natok,Banglavision DRAMA,2026-02-07T22:14:52Z,https://youtube.com/watch?v=Nvcs2zmVLo4,48979,716,6,3107.0
RF14NWt_tAA,অন্য মানুষ | Onno Manush | Trailer | Niloy Alamgir | Aisha Khan | S R Mozumder | Bangla Natok 2026,NAF Entertainment,2026-01-27T09:00:39Z,https://youtube.com/watch?v=RF14NWt_tAA,218446,3282,160,86.0
syBh8EsOYME,প্রতিবাদী বউ | Protibadi Bou ( Full Drama )| Raju Ahmed | Adrita Sonia |Dola |Bangla New Natok 2026,Dhaka Drama,2026-02-08T05:02:10Z,https://youtube.com/watch?v=syBh8EsOYME,183105,495,9,2404.0
BhKLkfM-vzM,সে  ফিরে এলো । Se Fire Elo । New Bangla Natok Toni & Salma l Palli Gram TV Official,HRIDOY 10,2025-10-23T02:00:15Z,https://youtube.com/watch?v=BhKLkfM-vzM,2654376,32060,40,60.0
8eKaNzjJRYI,কোটিপতি শশুরের কৃষক জামাই | Kotipoti Sosurer Krishok jamai | New Bangla Natok| Dipto & Mithila | NMC,NMC,2026-02-07T08:02:23Z,https://youtube.com/watch?v=8eKaNzjJRYI,957553,6707,145,1709.0
If8SUrtD2Cw,অত্যাচারী শাশুড়ি | bangla natok | new natok 2024 | Toma | Full Drama | natok | new natok | SM MEDIA,SM MEDIA,2024-04-17T07:03:57Z,https://youtube.com/watch?v=If8SUrtD2Cw,3279134,7123,139,1525.0
VcXgv4_X1rY,১২ ফেব্রুয়ারি | 12 February | Full Natok | Tanvir | Nabila | Masud Sezan | New Bangla Natok 2026,Parbon Tv Fiction,2026-02-07T09:30:12Z,https://youtube.com/watch?v=VcXgv4_X1rY,54108,679,112,2210.0
dHdjxuhbAxk,Revenge এর খেলা বড়ই অদ্ভুত | Afran nisho new natok 2024 | Bangla new natok clip #sad #love #shorts,JR Entertainment BD🇧🇩,2024-12-19T16:00:30Z,https://youtube.com/watch?v=dHdjxuhbAxk,2311568,27358,65,59.0
9KmeOoLNeHk,খারাপ খবর #bangla_natok #banglacomedydrama #comedy,No 1 Gramin TV,2024-08-27T09:30:04Z,https://youtube.com/watch?v=9KmeOoLNeHk,8778346,145766,320,31.0
LL5suvYUCpU,New Bangla Comedy Natok 2025 | Eid Special Natok 2025 #shorts #funny #foryou,MOEIVM,2025-05-25T05:53:26Z,https://youtube.com/watch?v=LL5suvYUCpU,1407838,13882,98,23.0
LsmVzIlJGdw,Dena Pawna | Episode 116 | Allen Shuvro | Shahiduzzaman Selim | KM Sohag Rana | Drama Series 2026,Cinemawala Entertainment,2026-02-09T06:00:16Z,https://youtube.com/watch?v=LsmVzIlJGdw,2066513,51877,2967,1323.0
tVwf4AMxHos,Biye | বিয়ে | Eid Natok 2020 | Apurba | Mehazabien | Bangla New Natok | Bangladeshi Drama,Eagle Premier Station,2020-05-29T13:30:11Z,https://youtube.com/watch?v=tVwf4AMxHos,18392890,213920,7391,2447.0
gy0U1c6QW9c,বেক্কল শাশুড়ি। Bakkol Sasuri । Bangla Natok 2025। Manoshi Prokrity। Tonmoy Sohel। Adi Basi Mizan,Gollachut Drama,2025-09-05T08:00:48Z,https://youtube.com/watch?v=gy0U1c6QW9c,1996834,10190,228,1803.0
dMr4DG8PjL0,তুমি কেন এমন করলে 😢 | Arosh Khan | Tasnuva Tisha | Bangla Sad Natok Clip #shorts #sad_status,Natok Clip 0.3,2025-04-05T05:15:01Z,https://youtube.com/watch?v=dMr4DG8PjL0,488810,7364,45,23.0
XCQejSFObyw,ছোট্ট বউয়ের কত আহ্লাদ | বউয়ের বয়স ১৬? | Bangla Natok | Mosharraf Karim | Tanjin Tisha |,Bengal Beats and Chill,2026-02-09T15:00:00Z,https://youtube.com/watch?v=XCQejSFObyw,259632,2531,20,86.0
pSw96aGrVlg,পেটুক জামাই | Petuk Jamai | Full Natok | Bangla New Natok 2025 | Natok | Bangla Natok | SM MEDIA,SM MEDIA,2025-09-06T07:45:08Z,https://youtube.com/watch?v=pSw96aGrVlg,1004779,1760,38,1121.0
JfXB5_otkmo,কিপটা বাড়ির সংসার | Full Natok | Asraf Supto | Athena Adhikary | Bangla New Natok 2025,Jamflix Global,2025-08-14T13:54:59Z,https://youtube.com/watch?v=JfXB5_otkmo,9556628,22557,377,2546.0
otxILhZfBVQ,Harami | হারামি | Bangla Short Film 2025 | Action | Nirjon nahuel natok | New natok bangla 2025,Jahid vai films,2025-04-26T13:04:35Z,https://youtube.com/watch?v=otxILhZfBVQ,614218,8730,33,20.0
WcVoDK9H_Gs,Horbola | হরবোলা | Full Drama | Niloy Alamgir | Sumona Yeasmin | Mir Rabby | Bangla Eid Natok 2025,NAF Entertainment,2025-06-13T09:00:48Z,https://youtube.com/watch?v=WcVoDK9H_Gs,12900582,109671,4513,3027.0
huiS_10eZkI,এতিমের কষ্ট শেষ হয়না | Bangla New Natok 2026.,Drama Clips,2026-02-14T13:48:04Z,https://youtube.com/watch?v=huiS_10eZkI,3077,0,0,37.0
0pfsQjUH94M,জেদ  অহংকার । Jed  Ohonkar | bangla natok,Gramergolpo,2026-02-06T07:46:51Z,https://youtube.com/watch?v=0pfsQjUH94M,1699417,14750,466,1369.0
3ecagCFaOLE,"Joutho Family | যৌথ ফ্যামিলি | EP 111 | Eagle Team | Even, Mumu, Isshad, Kotha | Bangla Natok 2026",Eagle Drama Series,2026-02-07T09:00:07Z,https://youtube.com/watch?v=3ecagCFaOLE,746585,16299,224,1793.0
mrBXLDKFAvg,হাসির নাটক | Hashir Natok ( Full Drama ) | Akhomo Hasan | Badhon | Faruque Ahmed | New Natok 2025,Bangla Natok BD,2025-09-28T06:00:46Z,https://youtube.com/watch?v=mrBXLDKFAvg,1712320,3868,70,2623.0
5eLglTIF9sM,New Natok - Nil RainCoat (নীল রেইনকোট) | Saad Naovi | Jim | Rubel Anush | BiggB | Bangla Natok 2026,Club 11 Entertainment,2026-02-05T11:00:09Z,https://youtube.com/watch?v=5eLglTIF9sM,186266,3265,73,2198.0
5Gq4RloQ64Y,Eta Amaderi Golpo 31 | এটা আমাদের গল্প ৩১ | Bangla Natok 2026 | Drama Update X,Drama Update X,2026-02-13T15:30:02Z,https://youtube.com/watch?v=5Gq4RloQ64Y,3827,10,0,129.0
hhqyBMYX4yk,"জুয়ার নেশায় স্বামী হারাল, ঋণের বোঝা নিল বন্ধুর কাঁধে 😭 #bangla #drama #story #shortsfeed",YTS ARIF,2026-02-15T09:20:02Z,https://youtube.com/watch?v=hhqyBMYX4yk,171,8,0,43.0
